교과목(강의),교육과정,기수,교육시작일,교육종료일,강의만족도,순위
가죽공예-전시회 및 발표회 준비(동아리교과),중견리더 과정,21,2024-02-19,2024-12-13,4.366666667,1620
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.365,1622
생활속 응급처치,중견리더 과정,21,2024-02-19,2024-12-13,4.365,1622
전자책 출판(주제선정 및 목차선정),중견리더 과정,21,2024-02-19,2024-12-13,4.363636364,1626
나만의 퍼스널 컬러 찾기,중견리더 과정,21,2024-02-19,2024-12-13,4.3625,1628
내게 맞는 이미지 메이킹,중견리더 과정,21,2024-02-19,2024-12-13,4.3625,1628
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.3625,1628
리더의 피드백 스킬,중견리더 과정,21,2024-02-19,2024-12-13,4.3625,1628
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.3625,1628
장애인 인식 개선(장애인도 시민입니다.),중견리더 과정,21,2024-02-19,2024-12-13,4.36,1635
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.36,1635
인문학 삶을 더 높게 더 깊게,중견리더 과정,21,2024-02-19,2024-12-13,4.36,1635
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.36,1639
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.3575,1640
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.3575,1640
프랑스 노르망디 인문학 여행,중견리더 과정,21,2024-02-19,2024-12-13,4.3575,1640
SNS '좋아요&나',중견리더 과정,21,2024-02-19,2024-12-13,4.355,1643
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.3525,1645
생동감up 현장이야기(민원응대),신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.35,1647
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.35,1647
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.35,1647
독서의 방법,중견리더 과정,21,2024-02-19,2024-12-13,4.35,1647
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.35,1647
경남의 유래와 변천사,중견리더 과정,21,2024-02-19,2024-12-13,4.35,1647
성인지와 양성평등,중견리더 과정,21,2024-02-19,2024-12-13,4.3475,1657
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.3475,1657
정부예산의 이해 및 국비확보 대응방안,중견리더 과정,21,2024-02-19,2024-12-13,4.3475,1657
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.345,1664
일본어B,중견리더 과정,21,2024-02-19,2024-12-13,4.345,1664
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.3425,1667
보고서 작성 및 기획역량 강화,중견리더 과정,21,2024-02-19,2024-12-13,4.3425,1669
인공지능 속 휴먼터치,중견리더 과정,21,2024-02-19,2024-12-13,4.34,1670
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.34,1670
메타버스의 개념과 행정적용방안,중견리더 과정,21,2024-02-19,2024-12-13,4.3375,1672
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.3375,1677
"기타-수료준비활동(전시, 발표 및 기획)",중견리더 과정,21,2024-02-19,2024-12-13,4.336376812,1679
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.335,1680
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.335,1681
법령체계와 법령해석 방법론,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.335,1683
조화로운 일과 삶,중견리더 과정,21,2024-02-19,2024-12-13,4.333401639,1684
조직소통,중견리더 과정,21,2024-02-19,2024-12-13,4.3325,1686
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.3325,1686
타로와 인문학,중견리더 과정,21,2024-02-19,2024-12-13,4.3325,1686
조직시너지와 경쟁력 강화,중견리더 과정,21,2024-02-19,2024-12-13,4.3325,1686
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.332,1691
인권의 이해와 행정속의 인권,중견리더 과정,21,2024-02-19,2024-12-13,4.327586207,1697
경남의 비전과 주요정책,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.3275,1698
조직의 갈등해결 상황극,중견리더 과정,21,2024-02-19,2024-12-13,4.3275,1700
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.3275,1700
분임연구지도,중견리더 과정,21,2024-02-19,2024-12-13,4.3225,1704
내 삶과 일을 위한 버킷리스트,중견리더 과정,21,2024-02-19,2024-12-13,4.3203125,1707
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.3175,1710
경남관광산업 활성화 방안,중견리더 과정,21,2024-02-19,2024-12-13,4.3175,1710
"가죽공예-수료준비활동(전시, 발표 및 기획)",중견리더 과정,21,2024-02-19,2024-12-13,4.316666667,1713
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.315,1714
경남의 일자리 현황,중견리더 과정,21,2024-02-19,2024-12-13,4.315,1714
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.315,1714
일본문화 및 사회의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.315,1714
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.315,1714
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.3125,1721
비폭력 대화기법,중견리더 과정,21,2024-02-19,2024-12-13,4.310344828,1725
경남의 트라이포트 구축방향,중견리더 과정,21,2024-02-19,2024-12-13,4.31,1726
경남의 항노화와 약초,중견리더 과정,21,2024-02-19,2024-12-13,4.31,1726
행정업무 운영실무,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.31,1731
직장내 괴롭힘,중견리더 과정,21,2024-02-19,2024-12-13,4.3075,1733
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.3075,1733
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.305,1737
경남의 교육발전 특구 및 대학지원 체계(RISE 추진방향),중견리더 과정,21,2024-02-19,2024-12-13,4.305,1737
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.305,1737
2024 버킷리스트 그리고..,중견리더 과정,21,2024-02-19,2024-12-13,4.304927885,1742
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.3025,1743
교류분석(TA),중견리더 과정,21,2024-02-19,2024-12-13,4.300847458,1745
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.3,1746
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.3,1746
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.3,1746
공무원 노조의 이해 및 역할,중견리더 과정,21,2024-02-19,2024-12-13,4.295,1751
가슴 뭉클한 삶을 살자,중견리더 과정,21,2024-02-19,2024-12-13,4.295,1751
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.2925,1755
정리수납,중견리더 과정,21,2024-02-19,2024-12-13,4.29,1759
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.2875,1760
스마트시티의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.2875,1760
지속가능 발전목표(SDGs)와 지속가능발전 거버넌스,중견리더 과정,21,2024-02-19,2024-12-13,4.285,1762
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.285,1762
개인정보보호 안정성 확보조치,중견리더 과정,21,2024-02-19,2024-12-13,4.2825,1767
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.2825,1767
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.2825,1767
문학의 거장 박경리,중견리더 과정,21,2024-02-19,2024-12-13,4.275,1774
기타-전시회 및 발표회 준비(동아리교과),중견리더 과정,21,2024-02-19,2024-12-13,4.272727273,1776
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.27,1777
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.27,1777
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.27,1777
최근 한반도 정세와 북한,중견리더 과정,21,2024-02-19,2024-12-13,4.265,1787
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.265,1788
경남의 레저 스포츠 전망과 발전방안,중견리더 과정,21,2024-02-19,2024-12-13,4.2575,1791
우리궁궐 인문학 여행,중견리더 과정,21,2024-02-19,2024-12-13,4.255,1792
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.255,1792
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.255,1792
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.2525,1796
온나라시스템,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.25,1799
한국사,중견리더 과정,21,2024-02-19,2024-12-13,4.25,1799
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.25,1799
분임연구지도,중견리더 과정,21,2024-02-19,2024-12-13,4.25,1799
하이브리드 시대의 변화전략,중견리더 과정,21,2024-02-19,2024-12-13,4.24,1806
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.24,1806
대한민국의 미래는 적극행정 실천으로,중견리더 과정,21,2024-02-19,2024-12-13,4.2375,1808
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.235,1810
공공언어의 개념 및 특성,중견리더 과정,21,2024-02-19,2024-12-13,4.2325,1813
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.2325,1813
다문화 사회와 문화 다양성,중견리더 과정,21,2024-02-19,2024-12-13,4.2325,1813
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.23,1817
우주항공산업과 경남의 미래,중견리더 과정,21,2024-02-19,2024-12-13,4.2275,1818
유럽에서 아시아를 만나다,중견리더 과정,21,2024-02-19,2024-12-13,4.2275,1818
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.225,1820
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.225,1820
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.2225,1822
현장학습(도정과제 연계),신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.22,1823
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.22,1823
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.2175,1826
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.2175,1826
국가균형발전 정책의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.2175,1826
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.2175,1826
"갈등관리, 화합의 기술",중견리더 과정,21,2024-02-19,2024-12-13,4.215,1831
2024년 도정운영방향,중견리더 과정,21,2024-02-19,2024-12-13,4.215,1831
바른 문장 쓰는 법,중견리더 과정,21,2024-02-19,2024-12-13,4.2125,1833
적극행정을 통한 공직혁신,중견리더 과정,21,2024-02-19,2024-12-13,4.21,1834
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.21,1835
직장예절,중견리더 과정,21,2024-02-19,2024-12-13,4.2075,1838
국가재난관리 정책방향과 위기관리,중견리더 과정,21,2024-02-19,2024-12-13,4.2075,1838
도시재생과 사회혁신 실행모델,중견리더 과정,21,2024-02-19,2024-12-13,4.205,1841
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.2,1843
트라이포트 연계 문화관광지 조성,중견리더 과정,21,2024-02-19,2024-12-13,4.1975,1846
저출산 대응 방안,중견리더 과정,21,2024-02-19,2024-12-13,4.195,1847
이집트 역사로 보는 인문학,중견리더 과정,21,2024-02-19,2024-12-13,4.1925,1848
공무원 연금제도의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.1925,1850
경남 도심항공모빌리티(UAM) 육성,중견리더 과정,21,2024-02-19,2024-12-13,4.1925,1850
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.1925,1850
지방정부 국제교류협력,중견리더 과정,21,2024-02-19,2024-12-13,4.1875,1854
아랍 이슬람 문화의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.1825,1857
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.1775,1859
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.1775,1859
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.17,1862
분임연구지도,중견리더 과정,21,2024-02-19,2024-12-13,4.17,1862
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.17,1862
국가재난시스템과 선진재난 관리메뉴얼,중견리더 과정,21,2024-02-19,2024-12-13,4.1675,1867
북한의 대남 전략,중견리더 과정,21,2024-02-19,2024-12-13,4.165710383,1868
온실가스감축인지 예산제도,중견리더 과정,21,2024-02-19,2024-12-13,4.165,1869
실무를 위한 SNS 트렌드,중견리더 과정,21,2024-02-19,2024-12-13,4.1625,1870
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.16,1871
경남의 섬 발전방안,중견리더 과정,21,2024-02-19,2024-12-13,4.155,1872
역량개발 교육,중견리더 과정,21,2024-02-19,2024-12-13,4.155,1872
한국사,중견리더 과정,21,2024-02-19,2024-12-13,4.155,1874
중간리더의 역할,중견리더 과정,21,2024-02-19,2024-12-13,4.1275,1882
재난 위기관리 매뉴얼 및 재난관리 협업,중견리더 과정,21,2024-02-19,2024-12-13,4.125,1883
재난관리체계의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.1225,1884
한국사,중견리더 과정,21,2024-02-19,2024-12-13,4.1175,1886
회계실무,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.11,1888
한국사,중견리더 과정,21,2024-02-19,2024-12-13,4.11,1888
한국사,중견리더 과정,21,2024-02-19,2024-12-13,4.11,1890
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.105,1891
중대재해처벌법의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.105,1892
대화유형 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.1025,1893
미국현대 사회와 문화의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.0975,1894
스트레스 진단과 치유,중견리더 과정,21,2024-02-19,2024-12-13,4.0925,1895
역량개발 교육,중견리더 과정,21,2024-02-19,2024-12-13,4.09,1896
성별영향평가 우수사례를 통한 제도 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.0875,1897
인문학으로 보는 와인,중견리더 과정,21,2024-02-19,2024-12-13,4.0875,1898
조직개발과 변화관리,중견리더 과정,21,2024-02-19,2024-12-13,4.0875,1898
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.0825,1901
역량개발교육 이론,중견리더 과정,21,2024-02-19,2024-12-13,4.08,1903
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.075,1904
리더의 대화법,중견리더 과정,21,2024-02-19,2024-12-13,4.075,1904
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.071428571,1906
인문학: 그림으로 읽는 철학,중견리더 과정,21,2024-02-19,2024-12-13,4.0625,1907
한국사,중견리더 과정,21,2024-02-19,2024-12-13,4.06,1908
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.05,1910
라틴아메리카 도시와 문화,중견리더 과정,21,2024-02-19,2024-12-13,4.05,1910
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.045,1912
한국복식의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.0425,1913
자치경찰 제도의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.0375,1914
투자유치 법령 및 제도 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.03,1915
영화로 배우는 인문학,중견리더 과정,21,2024-02-19,2024-12-13,4.03,1916
역량개발 교육,중견리더 과정,21,2024-02-19,2024-12-13,4.025,1917
역량개발 교육,중견리더 과정,21,2024-02-19,2024-12-13,4.015,1918
빅데이터 행정 적용사례,중견리더 과정,21,2024-02-19,2024-12-13,4.005,1921
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4,1922
블록체인 기술과 NFT,중견리더 과정,21,2024-02-19,2024-12-13,3.995,1926
동양철학사: 사주명리학,중견리더 과정,21,2024-02-19,2024-12-13,3.975,1928
주민감사청구,중견리더 과정,21,2024-02-19,2024-12-13,3.96,1930
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.96,1931
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.905,1937
주민자치 우수사례,중견리더 과정,21,2024-02-19,2024-12-13,3.9025,1938
역량개발 교육,중견리더 과정,21,2024-02-19,2024-12-13,3.89,1939
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.885,1940
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.8825,1941
장애익 인식개선,중견리더 과정,21,2024-02-19,2024-12-13,3.86,1943
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.86,1943
통기타,중견리더 과정,21,2024-02-19,2024-12-13,3.8525,1945
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.85,1946
아동학대 예방 교육,중견리더 과정,21,2024-02-19,2024-12-13,3.84,1947
기후변화에 대응하는 우리의 자세,중견리더 과정,21,2024-02-19,2024-12-13,3.8325,1948
역량개발 교육,중견리더 과정,21,2024-02-19,2024-12-13,3.8225,1949
이스라엘-하마스 전쟁과 세계정세,중견리더 과정,21,2024-02-19,2024-12-13,3.81,1950
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.8075,1951
러시아-우크라전쟁과 세계정세,중견리더 과정,21,2024-02-19,2024-12-13,3.8025,1952
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.8,1953
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.7975,1954
나의 삶과 균형,중견리더 과정,21,2024-02-19,2024-12-13,3.7875,1955
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.786,1956
스마트해운물류,중견리더 과정,21,2024-02-19,2024-12-13,3.78,1957
갈등관리,중견리더 과정,21,2024-02-19,2024-12-13,3.78,1958
한국사,중견리더 과정,21,2024-02-19,2024-12-13,3.775,1959
건강100세시대 맞춤 힐링푸드,중견리더 과정,21,2024-02-19,2024-12-13,3.7575,1960
"이중섭, 편지화(신화가 된 천재)",중견리더 과정,21,2024-02-19,2024-12-13,3.75,1961
추사 김정희(학·예 일치의 경지),중견리더 과정,21,2024-02-19,2024-12-13,3.715,1962
통기타,중견리더 과정,21,2024-02-19,2024-12-13,3.67,1964
생애주기 경제학,중견리더 과정,21,2024-02-19,2024-12-13,3.6325,1965
통기타,중견리더 과정,21,2024-02-19,2024-12-13,3.6125,1966
기후위기와 탄소중립의 이해,중견리더 과정,21,2024-02-19,2024-12-13,3.6075,1967
지방의회의 기능과 권한,중견리더 과정,21,2024-02-19,2024-12-13,3.475,1970
지방자치의 현재와 미래,중견리더 과정,21,2024-02-19,2024-12-13,3.46,1971
생각의 힘이 세상을 바꾼다,중견리더 과정,21,2024-02-19,2024-12-13,3.29,1973
예산결산 분석 및 검토,지방의회 공무원 실무역량 개발 과정,1,2024-02-21,2024-02-23,4.6925,493
의정활동 홍보전략 및 주민소통,지방의회 공무원 실무역량 개발 과정,1,2024-02-21,2024-02-23,4.6885,503
우주항공산업과 경남의 미래,지방의회 공무원 실무역량 개발 과정,1,2024-02-21,2024-02-23,4.575,877
지방의회 운영 실무 및 사례연구,지방의회 공무원 실무역량 개발 과정,1,2024-02-21,2024-02-23,4.57,895
행정사무감사 및 조사,지방의회 공무원 실무역량 개발 과정,1,2024-02-21,2024-02-23,4.3375,1677
자치법규 입안 실무,지방의회 공무원 실무역량 개발 과정,1,2024-02-21,2024-02-23,4.31,1726
지방자치제도 및 지방의회 역할,지방의회 공무원 실무역량 개발 과정,1,2024-02-21,2024-02-23,4,1922
이물관리 및 위해식품 회수관리,식품위생감시원 직무교육 과정,1,2024-02-26,2024-02-26,4.4775,1259
식품위생법령 및 식품 등의 기준 규격,식품위생감시원 직무교육 과정,1,2024-02-26,2024-02-26,4.45,1360
식품위생 지도점검 및 수거검사 실무,식품위생감시원 직무교육 과정,1,2024-02-26,2024-02-26,4.445,1379
기타소득,지방세 실무 과정,1,2024-02-27,2024-02-29,4.7375,361
"금융소득 -이자소득, 배당소득-",지방세 실무 과정,1,2024-02-27,2024-02-29,4.71,435
소득공제와 세액공제,지방세 실무 과정,1,2024-02-27,2024-02-29,4.71,435
연금소득,지방세 실무 과정,1,2024-02-27,2024-02-29,4.71,435
퇴직소득세,지방세 실무 과정,1,2024-02-27,2024-02-29,4.71,435
"종합소득세의 신고, 납부 및 결정",지방세 실무 과정,1,2024-02-27,2024-02-29,4.685,512
소득금액계산의 특례,지방세 실무 과정,1,2024-02-27,2024-02-29,4.6825,521
소득세법 총칙,지방세 실무 과정,1,2024-02-27,2024-02-29,4.675,542
직장인을 위한 스트레칭,지방세 실무 과정,1,2024-02-27,2024-02-29,4.3825,1576
신임팀장 비전만들기,시·군 팀장 리더십 과정,1,2024-03-06,2024-03-08,4.9,83
팀장의 보고 및 발표스킬,시·군 팀장 리더십 과정,1,2024-03-06,2024-03-08,4.8175,210
경남에 대한 생각 나누기,경남 바로알기 과정,1,2024-03-06,2024-03-08,4.785,265
팀장의 역할 공감,시·군 팀장 리더십 과정,1,2024-03-06,2024-03-08,4.7825,274
기간제 근로자 노동분쟁 사례,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.75,316
갈등해결 및 성과창출 리더십,시·군 팀장 리더십 과정,1,2024-03-06,2024-03-08,4.7175,415
경남의 관광산업 현황 및 발전방안,경남 바로알기 과정,1,2024-03-06,2024-03-08,4.7125,424
근로기준법 및 노무관련 법령,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.6905,485
4차 산업혁명과 5G 통신기술,4차 산업혁명과 AI 활용 과정,1,2024-03-06,2024-03-08,4.67,550
근로 계약서 작성,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.6575,585
근로계약과 급여 및 복무관리,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.64,641
채용공고문 작성 및 공고 방법,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.64,641
기간제 근로관계 일반론,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.6333,645
기간제 근로자 관리실무자 사례공유,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.6333,645
임금조서 작성 및 임금명세서 교부,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.635,663
기간제 근로자-공무원 소통강화,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.6274,663
소통을 위한 대화기술 및 공감기법,시·군 팀장 리더십 과정,1,2024-03-06,2024-03-08,4.6325,669
"4대보험 가입 절차 및 기본개념, 처리방법",기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.6175,732
근로계약과 급여 및 복무관리,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.5833,770
소통을 위한 대화의 기술과 공감 기법,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.5762,787
채용공고문 작성 및 공고 방법,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.5607,821
최신 IT 트렌드와 AI 미래사회 변화와 활동,4차 산업혁명과 AI 활용 과정,1,2024-03-06,2024-03-08,4.5925,822
블록체인 및 NFT의 이해1,4차 산업혁명과 AI 활용 과정,1,2024-03-06,2024-03-08,4.56,933
경남의 문화콘텐츠 산업 고용현황과 전망,경남 바로알기 과정,1,2024-03-06,2024-03-08,4.5575,947
노무관리 관련 법률 및 근로기준법 주요사항,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.5425,1014
우주항공산업과 경남의 미래,경남 바로알기 과정,1,2024-03-06,2024-03-08,4.505,1155
청렴 교육,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.5,1173
소통을 위한 대화기술 및 공감기법,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.46,1326
로봇산업의 미래와 행정,4차 산업혁명과 AI 활용 과정,1,2024-03-06,2024-03-08,4.41,1495
사물인터넷의 이해1,4차 산업혁명과 AI 활용 과정,1,2024-03-06,2024-03-08,4.41,1495
경남의 비전과 주요정책,경남 바로알기 과정,1,2024-03-06,2024-03-08,4.395,1547
경남의 정신,경남 바로알기 과정,1,2024-03-06,2024-03-08,4.3875,1566
기간제 근로자 노동분쟁 사례,기간제 근로자 관리자 과정,1,2024-03-06,2024-03-08,4.33,1692
[모의과제 실습] 구두발표,시·군 팀장 리더십 과정,1,2024-03-06,2024-03-08,4.2675,1784
경남 관광산업 현황 및 발전방안 ,시·군 팀장 리더십 과정,1,2024-03-06,2024-03-08,4.25,1799
역량교육의 이해,시·군 팀장 리더십 과정,1,2024-03-06,2024-03-08,4.115,1887
인문학 콘서트,미래설계 과정(2주차),1,2024-03-11,2024-03-22,4.8537,143
인문학으로 보는 와인,미래설계 과정,1,2024-03-11,2024-03-22,4.825,201
알기쉬운 세무상식 및 절세전략,미래설계 과정,1,2024-03-11,2024-03-22,4.8225,202
지역부동산 전망 및 퇴직후 재테크,미래설계 과정(1주차),1,2024-03-11,2024-03-22,4.7898,251
동의보감에 나타난 성인병예방,미래설계 과정,1,2024-03-11,2024-03-22,4.785,265
나만의 힐링법-아로마테라피,미래설계 과정(1주차),1,2024-03-11,2024-03-22,4.7758,283
스마트폰 사진 촬영기법,미래설계 과정(2주차),1,2024-03-11,2024-03-22,4.7722,289
생활속 응급처치,미래설계 과정(1주차),1,2024-03-11,2024-03-22,4.7614,307
연금제도의 이해,미래설계 과정(1주차),1,2024-03-11,2024-03-22,4.7333,362
퇴직전후 맞춤 재테크,미래설계 과정,1,2024-03-11,2024-03-22,4.725,389
스마트폰 제대로 찍기,미래설계 과정,1,2024-03-11,2024-03-22,4.7175,412
슬기로운 일상속 AI,미래설계 과정(1주차),1,2024-03-11,2024-03-22,4.7159,415
인문학콘서트,미래설계 과정,1,2024-03-11,2024-03-22,4.715,416
알기쉬운 세무상식 절세전략,미래설계 과정(2주차),1,2024-03-11,2024-03-22,4.7154,417
2024년 지역 부동산 전망,미래설계 과정,1,2024-03-11,2024-03-22,4.71,435
알기쉬운 세무상식 절세전략,미래설계 과정(2주차),1,2024-03-11,2024-03-22,4.7056,444
스마트한 뇌건강 관리법,미래설계 과정(2주차),1,2024-03-11,2024-03-22,4.6923,478
건강한 삶을 위한 감정관리,미래설계 과정(1주차),1,2024-03-11,2024-03-22,4.6783,516
스마트폰 사진 촬영기법,미래설계 과정(2주차),1,2024-03-11,2024-03-22,4.6731,530
연금제도의 이해,미래설계 과정,1,2024-03-11,2024-03-22,4.665,568
슬기로운 일상속 AI,미래설계 과정(2주차),1,2024-03-11,2024-03-22,4.6442,612
시간관리 생애설계,미래설계 과정(1주차),1,2024-03-11,2024-03-22,4.6405,622
소통을 위한 대화의 기술과 공감기법,미래설계 과정(2주차),1,2024-03-11,2024-03-22,4.6144,687
시간관리 생애설계,미래설계 과정,1,2024-03-11,2024-03-22,4.615,740
취업심사 및 행위제한제도 안내,미래설계 과정(1주차),1,2024-03-11,2024-03-22,4.59,751
건강한 삶을 위한 기 에너지 충전,미래설계 과정,1,2024-03-11,2024-03-22,4.61,756
생활속 응급처치,미래설계 과정(2주차),1,2024-03-11,2024-03-22,4.5865,757
재취업 및 창업을 위한 공직윤리,미래설계 과정,1,2024-03-11,2024-03-22,4.6,792
동의보감에 나타난 성인병 예방,미래설계 과정(1주차),1,2024-03-11,2024-03-22,4.5682,803
행정사 바로알기,미래설계 과정(1주차),1,2024-03-11,2024-03-22,3.8114,1187
행정사 제도의 이해,미래설계 과정,1,2024-03-11,2024-03-22,3.9425,1932
"계약제도, 입찰, 계약체결 등 계약운용요령",계약실무 과정,1,2024-03-12,2024-03-14,4.89,102
계약 법령체계 및 유형,계약실무 과정,1,2024-03-12,2024-03-14,4.86,147
생성형 AI의 직무적용,7·8급 승진자 역량향상 과정,1,2024-03-12,2024-03-15,4.8478,150
계약의 유형,계약실무 과정,1,2024-03-12,2024-03-14,4.8438,158
계약 법령 체계,계약실무 과정,1,2024-03-12,2024-03-14,4.8281,185
소통을 위한 대화의 기술과 공감기법,계약실무 과정,1,2024-03-12,2024-03-14,4.79,258
계약관련 감사지적 사례,계약실무 과정,1,2024-03-12,2024-03-14,4.775,292
계약일반 프로세스,계약실무 과정,1,2024-03-12,2024-03-14,4.75,316
청렴교육,계약실무 과정,1,2024-03-12,2024-03-14,4.72,406
