교과목(강의),교육과정,기수,교육시작일,교육종료일,강의만족도,순위
지속가능발전 목표 실행을 위한 분임토의,지속가능발전 목표 이행 과정,1,2025-05-21,2025-05-23,4.17,1862
지방보조금 관리시스템(보탬e) 활용,보조금 단체 회계실무 과정,4,2025-05-22,2025-05-22,4.6364,631
보조금 실무,보조금 단체 회계실무 과정,4,2025-05-22,2025-05-22,4.5909,745
보조금 단체 회계감사 사례,보조금 단체 회계실무 과정,5,2025-05-23,2025-05-23,4.1176,1153
지방보조금 관리시스템(보탬e) 활용,보조금 단체 회계실무 과정,5,2025-05-23,2025-05-23,4.0972,1156
보조금 실무,보조금 단체 회계실무 과정,5,2025-05-23,2025-05-23,3.9975,1169
강사의 기본요건 2(명확한 의사전달),강사 양성 과정,1,2025-05-28,2025-05-30,4.3864,1028
강사의 기본 요건 1(태도 및 자세),강사 양성 과정,1,2025-05-28,2025-05-30,4.3,1097
강의란 무엇인가?,강사 양성 과정,1,2025-05-28,2025-05-30,4.2273,1122
강의 시연 및 피드백,강사 양성 과정,1,2025-05-28,2025-05-30,4.1818,1141
강의계획서 및 제안서 만들기,강사 양성 과정,1,2025-05-28,2025-05-30,4.1136,1154
콘텐츠 개발 및 수업설계,강사 양성 과정,1,2025-05-28,2025-05-30,4.0909,1158
성격유형별 효율적 의사소통,강사 양성 과정,1,2025-05-28,2025-05-30,3.9545,1174
강의안 작성 기법,강사 양성 과정,1,2025-05-28,2025-05-30,3.9091,1181
경남 스마트시티 조성 전략의 이해,"스마트 경남, 스마트 시티 과정",1,2025-06-04,2025-06-05,4.5714,796
스마트시티 최신기술동향,"스마트 경남, 스마트 시티 과정",1,2025-06-04,2025-06-05,4.5,900
스마트시티 도시계획,"스마트 경남, 스마트 시티 과정",1,2025-06-04,2025-06-05,4.4354,972
규제 샌드박스의 이해,"스마트 경남, 스마트 시티 과정",1,2025-06-04,2025-06-05,4.3036,1093
데이터 기반 정책구조,디지털 행정서비스 과정,1,2025-06-12,2025-06-13,4.9091,64
데이터기반 정책보고서 작성,디지털 행정서비스 과정,1,2025-06-12,2025-06-13,4.9091,64
디지털 전환의 이해,디지털 행정서비스 과정,1,2025-06-12,2025-06-13,4.908,67
생성형 AI활용,디지털 행정서비스 과정,1,2025-06-12,2025-06-13,4.908,68
항공법규와 드론 접목 사례,드론 이해와 실전 활용 과정,2,2025-06-18,2025-06-20,4.8625,128
드론영상 촬영 기법,드론 이해와 실전 활용 과정,2,2025-06-18,2025-06-20,4.85,144
드론 비행이론 및 항공기상,드론 이해와 실전 활용 과정,2,2025-06-18,2025-06-20,4.835,168
조종 실습1,드론 이해와 실전 활용 과정,2,2025-06-18,2025-06-20,4.835,168
드론 원리 이해와 자격증 종류,드론 이해와 실전 활용 과정,2,2025-06-18,2025-06-20,4.8075,220
조종실습 2,드론 이해와 실전 활용 과정,2,2025-06-18,2025-06-20,4.7925,240
조종실습 3,드론 이해와 실전 활용 과정,2,2025-06-18,2025-06-20,4.6475,605
파워포인트 중급,파워포인트 활용 과정,1,2025-06-19,2025-06-19,4.9135,61
파워포인트 초급,파워포인트 활용 과정,1,2025-06-19,2025-06-19,4.875,106
소통을 위한 대화기술 및 공감기법,재난안전 통신망 과정,1,2025-06-26,2025-06-27,4.6,723
재난안전통신망의 이해,재난안전 통신망 과정,1,2025-06-26,2025-06-27,4.5833,770
표준운영절차 활용 상호통신 실습,재난안전 통신망 과정,1,2025-06-26,2025-06-27,4.5667,808
표준운영절차의 이해,재난안전 통신망 과정,1,2025-06-26,2025-06-27,4.55,844
재난안전통신망 단말기 기본 조작 및 활용 방법,재난안전 통신망 과정,1,2025-06-26,2025-06-27,4.5429,861
복지정책 현장사례 공유 및 토론,경남의 복지 과정,1,2025-07-10,2025-07-11,4.8393,163
소통을 위한 대화의 기술과 공감 기법,경남의 복지 과정,1,2025-07-10,2025-07-11,4.6538,588
장애인 복지사업의 이해 및 토론,경남의 복지 과정,1,2025-07-10,2025-07-11,4.6429,615
경남의 통합돌봄 사업의 이해,경남의 복지 과정,1,2025-07-10,2025-07-11,4.5618,819
복지정책의 이해,경남의 복지 과정,1,2025-07-10,2025-07-11,4.419,997
산림휴양문화시설 조성 및 운영,산림정책실무 과정,1,2025-07-16,2025-07-18,4.7813,270
스트레칭과 싱잉볼 명상,전입공무원 역량향상 과정,2,2025-07-16,2025-07-18,4.7407,350
"산림재해 예방 및 대처산사태, 산불",산림정책실무 과정,1,2025-07-16,2025-07-18,4.7344,358
산림조성사업의 필요성,산림정책실무 과정,1,2025-07-16,2025-07-18,4.7188,401
경남 산림정책 방향과 미래,산림정책실무 과정,1,2025-07-16,2025-07-18,4.6875,491
서무업무 실무,전입공무원 역량향상 과정,2,2025-07-16,2025-07-18,4.6852,501
소통을 위한 대화의 기술과 공감기법,산림정책실무 과정,1,2025-07-16,2025-07-18,4.6094,703
생성형 AI의 직무적용,전입공무원 역량향상 과정,2,2025-07-16,2025-07-18,4.5962,735
조직적응을 위한 소통과 대화의 기술,전입공무원 역량향상 과정,2,2025-07-16,2025-07-18,4.5278,873
보고서 작성 실무,전입공무원 역량향상 과정,2,2025-07-16,2025-07-18,4.4964,916
임도 및 사방사업 실무,산림정책실무 과정,1,2025-07-16,2025-07-18,4.4531,961
일자리와 조직문화,경남의 미래산업과 일자리 과정,1,2025-07-16,2025-07-18,4.425,989
사회적 경제기반 일자리 창출,경남의 미래산업과 일자리 과정,1,2025-07-16,2025-07-18,4.425,989
청년 일자리와 공공정책,경남의 미래산업과 일자리 과정,1,2025-07-16,2025-07-18,4.25,1115
경남의 미래 첨단산업 육성전략,경남의 미래산업과 일자리 과정,1,2025-07-16,2025-07-18,4.2222,1125
산업발달과 일자리 변화,경남의 미래산업과 일자리 과정,1,2025-07-16,2025-07-18,4.2,1134
경남의 일자리 발굴 방안,경남의 미래산업과 일자리 과정,1,2025-07-16,2025-07-18,4.2,1134
보고서 시각화를 위한 개체 활용,한글 활용 과정,3,2025-07-18,2025-07-18,4.8289,183
빠른 보고서 작성을 위한 한글 Tip,한글 활용 과정,3,2025-07-18,2025-07-18,4.6548,584
업무에 필수 AI툴킷,생성형 AI 실습 과정,2,2025-07-23,2025-07-25,4.96,26
업무에 필수 AI툴킷,생성형 AI 실습 과정,2,2025-07-23,2025-07-25,4.9519,33
계약의 유형,계약실무 과정,3,2025-07-24,2025-07-25,4.8,228
계약일반 프로세스,계약실무 과정,3,2025-07-24,2025-07-25,4.775,285
용역계약 실무,계약실무 과정,3,2025-07-24,2025-07-25,4.75,316
계약 법령 체계,계약실무 과정,3,2025-07-24,2025-07-25,4.7417,346
적격심사 및 감사지적사례,계약실무 과정,3,2025-07-24,2025-07-25,4.725,386
